"","X","Time..rel.ms.","Date","Time","Type","No.","Phase","Day","duration","Channel","F","Fm","PAR","Y.II.","ETR","Column","System","Block","Velocity","Salinity","Temperature","treatments","surf_area"
"903",1159,294851400,"2022-04-07T22:00:00Z","1899-12-31T22:36:55Z","FO",3179,"recovery",2,15,"C42",173,620,"-",0.721,"-",53,"IMP","B3","normal","background","control","NBC",14.43
"904",1160,294857640,"2022-04-07T22:00:00Z","1899-12-31T22:37:01Z","FO",3180,"recovery",2,15,"C42",126,485,"-",0.74,"-",53,"IMP","B3","normal","background","control","NBC",14.43
"905",1162,294874660,"2022-04-07T22:00:00Z","1899-12-31T22:37:18Z","FO",3182,"recovery",2,15,"C42",155,597,"-",0.74,"-",53,"IMP","B3","normal","background","control","NBC",14.43
"906",1164,294903660,"2022-04-07T22:00:00Z","1899-12-31T22:37:47Z","FO",3185,"recovery",2,15,"C44",195,802,"-",0.757,"-",54,"IMP","B3","normal","salt","control","NSC",15.75
"907",1165,294908100,"2022-04-07T22:00:00Z","1899-12-31T22:37:52Z","FO",3186,"recovery",2,15,"C44",124,258,"-",0.519,"-",54,"IMP","B3","normal","salt","control","NSC",15.75
"908",1167,294926550,"2022-04-07T22:00:00Z","1899-12-31T22:38:10Z","FO",3188,"recovery",2,15,"C44",252,818,"-",0.692,"-",54,"IMP","B3","normal","salt","control","NSC",15.75
"909",1169,294953960,"2022-04-07T22:00:00Z","1899-12-31T22:38:37Z","FO",3191,"recovery",2,15,"C45",210,813,"-",0.742,"-",55,"IMP","B3","reduced","background","control","RBC",14.82
"910",1172,294970200,"2022-04-07T22:00:00Z","1899-12-31T22:38:54Z","FO",3194,"recovery",2,15,"C45",146,189,"-",0.228,"-",55,"IMP","B3","reduced","background","control","RBC",14.82
"911",1175,295006960,"2022-04-07T22:00:00Z","1899-12-31T22:39:30Z","FO",3198,"recovery",2,15,"C46",350,935,"-",0.626,"-",56,"IMP","B3","reduced","salt","control","RSC",14
"912",1176,295011820,"2022-04-07T22:00:00Z","1899-12-31T22:39:35Z","FO",3199,"recovery",2,15,"C46",306,385,"-",0.205,"-",56,"IMP","B3","reduced","salt","control","RSC",14
"913",1177,295027900,"2022-04-07T22:00:00Z","1899-12-31T22:39:51Z","FO",3200,"recovery",2,15,"C46",147,554,"-",0.735,"-",56,"IMP","B3","reduced","salt","control","RSC",14
"914",1179,295081780,"2022-04-07T22:00:00Z","1899-12-31T22:40:45Z","FO",3205,"recovery",2,15,"C52",106,290,"-",0.634,"-",57,"IMP","B4","normal","background","increased","NBI",15.2
"915",1181,295093220,"2022-04-07T22:00:00Z","1899-12-31T22:40:57Z","FO",3207,"recovery",2,15,"C52",221,518,"-",0.573,"-",57,"IMP","B4","normal","background","increased","NBI",15.2
"916",1184,295200480,"2022-04-07T22:00:00Z","1899-12-31T22:42:44Z","FO",3211,"recovery",2,15,"C53",183,750,"-",0.756,"-",58,"IMP","B4","normal","salt","increased","NSI",16.4
"917",1185,295206760,"2022-04-07T22:00:00Z","1899-12-31T22:42:50Z","FO",3212,"recovery",2,15,"C53",134,558,"-",0.76,"-",58,"IMP","B4","normal","salt","increased","NSI",16.4
"918",1189,295257220,"2022-04-07T22:00:00Z","1899-12-31T22:43:41Z","FO",3217,"recovery",2,15,"C54",328,595,"-",0.449,"-",59,"IMP","B4","normal","background","increased","NBI",16
"919",1191,295269000,"2022-04-07T22:00:00Z","1899-12-31T22:43:53Z","FO",3219,"recovery",2,15,"C54",117,131,"-",0.107,"-",59,"IMP","B4","normal","background","increased","NBI",16
"920",1196,295334220,"2022-04-07T22:00:00Z","1899-12-31T22:44:58Z","FO",3225,"recovery",2,15,"C55",281,885,"-",0.682,"-",60,"IMP","B4","reduced","background","increased","RBI",15.2
"921",1197,295340100,"2022-04-07T22:00:00Z","1899-12-31T22:45:04Z","FO",3226,"recovery",2,15,"C55",190,592,"-",0.679,"-",60,"IMP","B4","reduced","background","increased","RBI",15.2
"922",1198,295345940,"2022-04-07T22:00:00Z","1899-12-31T22:45:09Z","FO",3227,"recovery",2,15,"C55",189,1271,"-",0.851,"-",60,"IMP","B4","reduced","background","increased","RBI",15.2
"923",1199,295358720,"2022-04-07T22:00:00Z","1899-12-31T22:45:22Z","FO",3228,"recovery",2,15,"C55",175,640,"-",0.727,"-",60,"IMP","B4","reduced","background","increased","RBI",15.2
"924",1201,295409660,"2022-04-07T22:00:00Z","1899-12-31T22:46:13Z","FO",3232,"recovery",2,15,"C57",110,370,"-",0.703,"-",61,"IMP","B4","reduced","background","increased","RBI",18.29
"925",1202,295415840,"2022-04-07T22:00:00Z","1899-12-31T22:46:19Z","FO",3233,"recovery",2,15,"C57",130,425,"-",0.694,"-",61,"IMP","B4","reduced","background","increased","RBI",18.29
"926",1204,295435620,"2022-04-07T22:00:00Z","1899-12-31T22:46:39Z","FO",3235,"recovery",2,15,"C57",138,474,"-",0.709,"-",61,"IMP","B4","reduced","background","increased","RBI",18.29
"927",1206,295462880,"2022-04-07T22:00:00Z","1899-12-31T22:47:06Z","FO",3238,"recovery",2,15,"C58",228,592,"-",0.615,"-",62,"IMP","B4","reduced","salt","increased","RSI",15.2
"928",1207,295468340,"2022-04-07T22:00:00Z","1899-12-31T22:47:12Z","FO",3239,"recovery",2,15,"C58",216,685,"-",0.685,"-",62,"IMP","B4","reduced","salt","increased","RSI",15.2
"929",1208,295477360,"2022-04-07T22:00:00Z","1899-12-31T22:47:21Z","FO",3240,"recovery",2,15,"C58",130,459,"-",0.717,"-",62,"IMP","B4","reduced","salt","increased","RSI",15.2
"930",1209,295486800,"2022-04-07T22:00:00Z","1899-12-31T22:47:30Z","FO",3241,"recovery",2,15,"C58",264,721,"-",0.634,"-",62,"IMP","B4","reduced","salt","increased","RSI",15.2
"931",1213,295525220,"2022-04-07T22:00:00Z","1899-12-31T22:48:09Z","FO",3246,"recovery",2,15,"C60",134,395,"-",0.661,"-",63,"IMP","B4","normal","salt","increased","NSI",14.82
"932",1214,295534300,"2022-04-07T22:00:00Z","1899-12-31T22:48:18Z","FO",3247,"recovery",2,15,"C60",124,428,"-",0.71,"-",63,"IMP","B4","normal","salt","increased","NSI",14.82
"933",1216,295566280,"2022-04-07T22:00:00Z","1899-12-31T22:48:50Z","FO",3250,"recovery",2,15,"C64",199,444,"-",0.552,"-",64,"IMP","B4","reduced","salt","increased","RSI",23.2
"934",1217,295572380,"2022-04-07T22:00:00Z","1899-12-31T22:48:56Z","FO",3251,"recovery",2,15,"C64",282,427,"-",0.34,"-",64,"IMP","B4","reduced","salt","increased","RSI",23.2
"935",1218,295579560,"2022-04-07T22:00:00Z","1899-12-31T22:49:03Z","FO",3252,"recovery",2,15,"C64",108,571,"-",0.811,"-",64,"IMP","B4","reduced","salt","increased","RSI",23.2
"936",1222,633852500,"2022-04-11T22:00:00Z","1899-12-31T20:46:56Z","FO",3429,"recovery",6,19,"C01",128,434,"-",0.705,"-",33,"IMP","B1","reduced","background","increased","RBI",16.8
"937",1223,633859860,"2022-04-11T22:00:00Z","1899-12-31T20:47:03Z","FO",3430,"recovery",6,19,"C01",119,364,"-",0.673,"-",33,"IMP","B1","reduced","background","increased","RBI",16.8
"938",1224,633874500,"2022-04-11T22:00:00Z","1899-12-31T20:47:18Z","FO",3431,"recovery",6,19,"C01",102,373,"-",0.727,"-",33,"IMP","B1","reduced","background","increased","RBI",16.8
"939",1225,633882800,"2022-04-11T22:00:00Z","1899-12-31T20:47:26Z","FO",3432,"recovery_scraped",6,19,"C01",143,466,"-",0.693,"-",33,"IMP","B1","reduced","background","increased","RBI",16.8
"940",1226,633900600,"2022-04-11T22:00:00Z","1899-12-31T20:47:44Z","FO",3434,"recovery",6,19,"C02",234,1044,"-",0.776,"-",34,"IMP","B1","reduced","salt","increased","RSI",15.96
"941",1227,633905260,"2022-04-11T22:00:00Z","1899-12-31T20:47:49Z","FO",3435,"recovery",6,19,"C02",163,859,"-",0.81,"-",34,"IMP","B1","reduced","salt","increased","RSI",15.96
"942",1229,633921550,"2022-04-11T22:00:00Z","1899-12-31T20:48:05Z","FO",3437,"recovery",6,19,"C02",240,1006,"-",0.761,"-",34,"IMP","B1","reduced","salt","increased","RSI",15.96
"943",1230,633931420,"2022-04-11T22:00:00Z","1899-12-31T20:48:15Z","FO",3438,"recovery_scraped",6,19,"C02",124,437,"-",0.716,"-",34,"IMP","B1","reduced","salt","increased","RSI",15.96
"944",1231,633944400,"2022-04-11T22:00:00Z","1899-12-31T20:48:28Z","FO",3440,"recovery",6,19,"C03",221,742,"-",0.702,"-",35,"IMP","B1","reduced","salt","increased","RSI",14.04
"945",1232,633949600,"2022-04-11T22:00:00Z","1899-12-31T20:48:33Z","FO",3441,"recovery",6,19,"C03",148,416,"-",0.644,"-",35,"IMP","B1","reduced","salt","increased","RSI",14.04
"946",1233,633958960,"2022-04-11T22:00:00Z","1899-12-31T20:48:42Z","FO",3442,"recovery",6,19,"C03",102,431,"-",0.763,"-",35,"IMP","B1","reduced","salt","increased","RSI",14.04
"947",1234,633963180,"2022-04-11T22:00:00Z","1899-12-31T20:48:47Z","FO",3443,"recovery",6,19,"C03",143,539,"-",0.735,"-",35,"IMP","B1","reduced","salt","increased","RSI",14.04
"948",1236,633986560,"2022-04-11T22:00:00Z","1899-12-31T20:49:10Z","FO",3446,"recovery",6,19,"C04",142,530,"-",0.732,"-",36,"IMP","B1","normal","background","increased","NBI",17.1
"949",1237,633991260,"2022-04-11T22:00:00Z","1899-12-31T20:49:15Z","FO",3447,"recovery",6,19,"C04",162,349,"-",0.536,"-",36,"IMP","B1","normal","background","increased","NBI",17.1
"950",1238,633998860,"2022-04-11T22:00:00Z","1899-12-31T20:49:22Z","FO",3448,"recovery",6,19,"C04",189,717,"-",0.736,"-",36,"IMP","B1","normal","background","increased","NBI",17.1
"951",1239,634003380,"2022-04-11T22:00:00Z","1899-12-31T20:49:27Z","FO",3449,"recovery",6,19,"C04",243,697,"-",0.651,"-",36,"IMP","B1","normal","background","increased","NBI",17.1
"952",1240,634013300,"2022-04-11T22:00:00Z","1899-12-31T20:49:37Z","FO",3450,"recovery_scraped",6,19,"C04",161,468,"-",0.656,"-",36,"IMP","B1","normal","background","increased","NBI",17.1
"953",1241,634028880,"2022-04-11T22:00:00Z","1899-12-31T20:49:52Z","FO",3452,"recovery",6,19,"C09",175,587,"-",0.702,"-",37,"IMP","B1","normal","background","increased","NBI",16
"954",1242,634033820,"2022-04-11T22:00:00Z","1899-12-31T20:49:57Z","FO",3453,"recovery",6,19,"C09",164,603,"-",0.728,"-",37,"IMP","B1","normal","background","increased","NBI",16
"955",1248,634102160,"2022-04-11T22:00:00Z","1899-12-31T20:51:06Z","FO",3462,"recovery",6,19,"C12",224,862,"-",0.74,"-",38,"IMP","B1","reduced","background","increased","RBI",12.54
"956",1249,634108340,"2022-04-11T22:00:00Z","1899-12-31T20:51:12Z","FO",3463,"recovery",6,19,"C12",213,802,"-",0.734,"-",38,"IMP","B1","reduced","background","increased","RBI",12.54
"957",1250,634118340,"2022-04-11T22:00:00Z","1899-12-31T20:51:22Z","FO",3464,"recovery",6,19,"C12",119,353,"-",0.663,"-",38,"IMP","B1","reduced","background","increased","RBI",12.54
"958",1251,634124260,"2022-04-11T22:00:00Z","1899-12-31T20:51:28Z","FO",3465,"recovery_scraped",6,19,"C12",160,402,"-",0.602,"-",38,"IMP","B1","reduced","background","increased","RBI",12.54
"959",1253,634157100,"2022-04-11T22:00:00Z","1899-12-31T20:52:01Z","FO",3468,"recovery",6,19,"C14",202,371,"-",0.456,"-",39,"IMP","B1","normal","salt","increased","NSI",11.88
"960",1254,634165550,"2022-04-11T22:00:00Z","1899-12-31T20:52:09Z","FO",3469,"recovery",6,19,"C14",256,453,"-",0.435,"-",39,"IMP","B1","normal","salt","increased","NSI",11.88
"961",1255,634176550,"2022-04-11T22:00:00Z","1899-12-31T20:52:20Z","FO",3470,"recovery",6,19,"C14",163,708,"-",0.77,"-",39,"IMP","B1","normal","salt","increased","NSI",11.88
"962",1256,634181080,"2022-04-11T22:00:00Z","1899-12-31T20:52:25Z","FO",3471,"recovery",6,19,"C14",123,432,"-",0.715,"-",39,"IMP","B1","normal","salt","increased","NSI",11.88
"963",1258,634207960,"2022-04-11T22:00:00Z","1899-12-31T20:52:51Z","FO",3474,"recovery",6,19,"C16",238,1059,"-",0.775,"-",40,"IMP","B1","normal","salt","increased","NSI",15.99
"964",1259,634213760,"2022-04-11T22:00:00Z","1899-12-31T20:52:57Z","FO",3475,"recovery",6,19,"C16",139,455,"-",0.695,"-",40,"IMP","B1","normal","salt","increased","NSI",15.99
"965",1261,634226780,"2022-04-11T22:00:00Z","1899-12-31T20:53:10Z","FO",3477,"recovery",6,19,"C16",125,345,"-",0.638,"-",40,"IMP","B1","normal","salt","increased","NSI",15.99
"966",1262,634237940,"2022-04-11T22:00:00Z","1899-12-31T20:53:21Z","FO",3478,"recovery_scraped",6,19,"C16",110,365,"-",0.699,"-",40,"IMP","B1","normal","salt","increased","NSI",15.99
"967",1265,634328920,"2022-04-11T22:00:00Z","1899-12-31T20:54:52Z","FO",3484,"recovery",6,19,"C18",231,732,"-",0.684,"-",41,"IMP","B2","normal","background","control","NBC",12.09
"968",1266,634339480,"2022-04-11T22:00:00Z","1899-12-31T20:55:03Z","FO",3485,"recovery",6,19,"C18",249,743,"-",0.665,"-",41,"IMP","B2","normal","background","control","NBC",12.09
"969",1267,634344860,"2022-04-11T22:00:00Z","1899-12-31T20:55:08Z","FO",3486,"recovery",6,19,"C18",209,871,"-",0.76,"-",41,"IMP","B2","normal","background","control","NBC",12.09
"970",1268,634354820,"2022-04-11T22:00:00Z","1899-12-31T20:55:18Z","FO",3487,"recovery_scraped",6,19,"C18",158,589,"-",0.732,"-",41,"IMP","B2","normal","background","control","NBC",12.09
"971",1269,634375900,"2022-04-11T22:00:00Z","1899-12-31T20:55:39Z","FO",3490,"recovery",6,19,"C19",458,1277,"-",0.641,"-",42,"IMP","B2","normal","background","control","NBC",15.6
"972",1270,634380000,"2022-04-11T22:00:00Z","1899-12-31T20:55:44Z","FO",3491,"recovery",6,19,"C19",304,858,"-",0.646,"-",42,"IMP","B2","normal","background","control","NBC",15.6
"973",1271,634388380,"2022-04-11T22:00:00Z","1899-12-31T20:55:52Z","FO",3492,"recovery",6,19,"C19",165,843,"-",0.804,"-",42,"IMP","B2","normal","background","control","NBC",15.6
"974",1272,634393240,"2022-04-11T22:00:00Z","1899-12-31T20:55:57Z","FO",3493,"recovery",6,19,"C19",214,573,"-",0.627,"-",42,"IMP","B2","normal","background","control","NBC",15.6
"975",1273,634407620,"2022-04-11T22:00:00Z","1899-12-31T20:56:11Z","FO",3494,"recovery_scraped",6,19,"C19",143,463,"-",0.691,"-",42,"IMP","B2","normal","background","control","NBC",15.6
"976",1274,634420860,"2022-04-11T22:00:00Z","1899-12-31T20:56:24Z","FO",3496,"recovery",6,19,"C20",299,1052,"-",0.716,"-",43,"IMP","B2","reduced","salt","control","RSC",13.3
"977",1275,634426600,"2022-04-11T22:00:00Z","1899-12-31T20:56:30Z","FO",3497,"recovery",6,19,"C20",126,434,"-",0.71,"-",43,"IMP","B2","reduced","salt","control","RSC",13.3
"978",1276,634435480,"2022-04-11T22:00:00Z","1899-12-31T20:56:39Z","FO",3498,"recovery",6,19,"C20",133,584,"-",0.772,"-",43,"IMP","B2","reduced","salt","control","RSC",13.3
"979",1277,634440220,"2022-04-11T22:00:00Z","1899-12-31T20:56:44Z","FO",3499,"recovery",6,19,"C20",319,1064,"-",0.7,"-",43,"IMP","B2","reduced","salt","control","RSC",13.3
"980",1279,634467360,"2022-04-11T22:00:00Z","1899-12-31T20:57:11Z","FO",3502,"recovery",6,19,"C22",327,1060,"-",0.692,"-",44,"IMP","B2","reduced","background","control","RBC",14.62
"981",1280,634476680,"2022-04-11T22:00:00Z","1899-12-31T20:57:20Z","FO",3503,"recovery",6,19,"C22",148,229,"-",0.354,"-",44,"IMP","B2","reduced","background","control","RBC",14.62
"982",1281,634485820,"2022-04-11T22:00:00Z","1899-12-31T20:57:29Z","FO",3504,"recovery",6,19,"C22",104,524,"-",0.802,"-",44,"IMP","B2","reduced","background","control","RBC",14.62
"983",1282,634490980,"2022-04-11T22:00:00Z","1899-12-31T20:57:34Z","FO",3505,"recovery",6,19,"C22",195,676,"-",0.712,"-",44,"IMP","B2","reduced","background","control","RBC",14.62
"984",1284,634517540,"2022-04-11T22:00:00Z","1899-12-31T20:58:01Z","FO",3508,"recovery",6,19,"C27",282,1145,"-",0.754,"-",45,"IMP","B2","normal","salt","control","NSC",12.6
"985",1285,634522800,"2022-04-11T22:00:00Z","1899-12-31T20:58:06Z","FO",3509,"recovery",6,19,"C27",175,762,"-",0.77,"-",45,"IMP","B2","normal","salt","control","NSC",12.6
"986",1286,634531560,"2022-04-11T22:00:00Z","1899-12-31T20:58:15Z","FO",3510,"recovery",6,19,"C27",128,496,"-",0.742,"-",45,"IMP","B2","normal","salt","control","NSC",12.6
"987",1287,634542500,"2022-04-11T22:00:00Z","1899-12-31T20:58:26Z","FO",3511,"recovery",6,19,"C27",175,850,"-",0.794,"-",45,"IMP","B2","normal","salt","control","NSC",12.6
"988",1289,634563000,"2022-04-11T22:00:00Z","1899-12-31T20:58:47Z","FO",3514,"recovery",6,19,"C29",314,1179,"-",0.734,"-",46,"IMP","B2","reduced","background","control","RBC",12.48
"989",1290,634568560,"2022-04-11T22:00:00Z","1899-12-31T20:58:52Z","FO",3515,"recovery",6,19,"C29",282,1675,"-",0.832,"-",46,"IMP","B2","reduced","background","control","RBC",12.48
"990",1291,634573780,"2022-04-11T22:00:00Z","1899-12-31T20:58:57Z","FO",3516,"recovery",6,19,"C29",257,832,"-",0.691,"-",46,"IMP","B2","reduced","background","control","RBC",12.48
"991",1292,634581220,"2022-04-11T22:00:00Z","1899-12-31T20:59:05Z","FO",3517,"recovery",6,19,"C29",131,627,"-",0.791,"-",46,"IMP","B2","reduced","background","control","RBC",12.48
"992",1293,634586220,"2022-04-11T22:00:00Z","1899-12-31T20:59:10Z","FO",3518,"recovery_scraped",6,19,"C29",142,423,"-",0.664,"-",46,"IMP","B2","reduced","background","control","RBC",12.48
"993",1294,634598800,"2022-04-11T22:00:00Z","1899-12-31T20:59:22Z","FO",3519,"recovery_scraped",6,19,"C29",144,577,"-",0.75,"-",46,"IMP","B2","reduced","background","control","RBC",12.48
"994",1295,634611220,"2022-04-11T22:00:00Z","1899-12-31T20:59:35Z","FO",3521,"recovery",6,19,"C31",660,2461,"-",0.732,"-",47,"IMP","B2","normal","salt","control","NSC",12.6
"995",1296,634619900,"2022-04-11T22:00:00Z","1899-12-31T20:59:43Z","FO",3522,"recovery",6,19,"C31",114,449,"-",0.746,"-",47,"IMP","B2","normal","salt","control","NSC",12.6
"996",1297,634626120,"2022-04-11T22:00:00Z","1899-12-31T20:59:50Z","FO",3523,"recovery",6,19,"C31",128,434,"-",0.705,"-",47,"IMP","B2","normal","salt","control","NSC",12.6
"997",1298,634635700,"2022-04-11T22:00:00Z","1899-12-31T20:59:59Z","FO",3524,"recovery",6,19,"C31",116,416,"-",0.721,"-",47,"IMP","B2","normal","salt","control","NSC",12.6
"998",1300,634666320,"2022-04-11T22:00:00Z","1899-12-31T21:00:30Z","FO",3527,"recovery",6,19,"C32",253,835,"-",0.697,"-",48,"IMP","B2","reduced","salt","control","RSC",12.54
"999",1301,634676700,"2022-04-11T22:00:00Z","1899-12-31T21:00:40Z","FO",3528,"recovery",6,19,"C32",173,514,"-",0.663,"-",48,"IMP","B2","reduced","salt","control","RSC",12.54
"1000",1302,634683780,"2022-04-11T22:00:00Z","1899-12-31T21:00:47Z","FO",3529,"recovery",6,19,"C32",313,1078,"-",0.71,"-",48,"IMP","B2","reduced","salt","control","RSC",12.54
"1001",1303,634688280,"2022-04-11T22:00:00Z","1899-12-31T21:00:52Z","FO",3530,"recovery",6,19,"C32",310,998,"-",0.689,"-",48,"IMP","B2","reduced","salt","control","RSC",12.54
"1002",1305,634756620,"2022-04-11T22:00:00Z","1899-12-31T21:02:00Z","FO",3534,"recovery",6,19,"C34",135,450,"-",0.7,"-",49,"IMP","B3","reduced","background","control","RBC",13.6
"1003",1306,634761920,"2022-04-11T22:00:00Z","1899-12-31T21:02:05Z","FO",3535,"recovery",6,19,"C34",182,898,"-",0.797,"-",49,"IMP","B3","reduced","background","control","RBC",13.6
"1004",1308,634777300,"2022-04-11T22:00:00Z","1899-12-31T21:02:21Z","FO",3537,"recovery",6,19,"C34",453,1668,"-",0.728,"-",49,"IMP","B3","reduced","background","control","RBC",13.6
"1005",1310,634802220,"2022-04-11T22:00:00Z","1899-12-31T21:02:46Z","FO",3540,"recovery",6,19,"C36",203,1181,"-",0.828,"-",50,"IMP","B3","normal","salt","control","NSC",12.6
"1006",1311,634811780,"2022-04-11T22:00:00Z","1899-12-31T21:02:55Z","FO",3541,"recovery",6,19,"C36",103,325,"-",0.683,"-",50,"IMP","B3","normal","salt","control","NSC",12.6
"1007",1312,634816760,"2022-04-11T22:00:00Z","1899-12-31T21:03:00Z","FO",3542,"recovery",6,19,"C36",137,452,"-",0.697,"-",50,"IMP","B3","normal","salt","control","NSC",12.6
"1008",1313,634821500,"2022-04-11T22:00:00Z","1899-12-31T21:03:05Z","FO",3543,"recovery",6,19,"C36",144,320,"-",0.55,"-",50,"IMP","B3","normal","salt","control","NSC",12.6
"1009",1315,634847540,"2022-04-11T22:00:00Z","1899-12-31T21:03:31Z","FO",3546,"recovery",6,19,"C37",263,937,"-",0.719,"-",51,"IMP","B3","normal","background","control","NBC",14.28
"1010",1316,634869820,"2022-04-11T22:00:00Z","1899-12-31T21:03:53Z","FO",3547,"recovery",6,19,"C37",172,852,"-",0.798,"-",51,"IMP","B3","normal","background","control","NBC",14.28
"1011",1317,634881050,"2022-04-11T22:00:00Z","1899-12-31T21:04:05Z","FO",3548,"recovery",6,19,"C37",210,764,"-",0.725,"-",51,"IMP","B3","normal","background","control","NBC",14.28
"1012",1318,634886140,"2022-04-11T22:00:00Z","1899-12-31T21:04:10Z","FO",3549,"recovery",6,19,"C37",237,442,"-",0.464,"-",51,"IMP","B3","normal","background","control","NBC",14.28
"1013",1319,634895220,"2022-04-11T22:00:00Z","1899-12-31T21:04:19Z","FO",3550,"recovery_scraped",6,19,"C37",104,299,"-",0.652,"-",51,"IMP","B3","normal","background","control","NBC",14.28
"1014",1320,634910760,"2022-04-11T22:00:00Z","1899-12-31T21:04:34Z","FO",3552,"recovery",6,19,"C41",236,838,"-",0.718,"-",52,"IMP","B3","reduced","salt","control","RSC",14.82
"1015",1321,634916080,"2022-04-11T22:00:00Z","1899-12-31T21:04:40Z","FO",3553,"recovery",6,19,"C41",343,1750,"-",0.804,"-",52,"IMP","B3","reduced","salt","control","RSC",14.82
"1016",1322,634926820,"2022-04-11T22:00:00Z","1899-12-31T21:04:50Z","FO",3554,"recovery",6,19,"C41",132,459,"-",0.712,"-",52,"IMP","B3","reduced","salt","control","RSC",14.82
"1017",1323,634933740,"2022-04-11T22:00:00Z","1899-12-31T21:04:57Z","FO",3555,"recovery",6,19,"C41",166,388,"-",0.572,"-",52,"IMP","B3","reduced","salt","control","RSC",14.82
"1018",1324,634948420,"2022-04-11T22:00:00Z","1899-12-31T21:05:12Z","FO",3556,"recovery_scraped",6,19,"C41",111,602,"-",0.816,"-",52,"IMP","B3","reduced","salt","control","RSC",14.82
